Date,City,Temperature_C,Humidity_%,Wind_Speed_km_h,Precipitation_mm,Condition
11-10-2025,Toronto,22.6,39,36.1,6.16,Windy
11-10-2025,Berlin,35,46,19.3,0,Foggy
11-10-2025,Mumbai,43.4,75,26.5,6.78,Stormy
11-10-2025,Singapore,36.8,22,26.6,1.45,Partly Cloudy
12-10-2025,Riyadh,33.4,56,13.5,0.88,Cloudy
12-10-2025,Jeddah,37.7,30,29.7,0,Windy
12-10-2025,Dammam,32.1,58,32.7,0.92,Rainy
12-10-2025,Dubai,29,67,38.1,10.21,Cloudy
12-10-2025,Doha,42.9,89,27.9,1.24,Stormy
12-10-2025,Cairo,9.4,84,30.3,0,Sunny
12-10-2025,London,31.7,20,14.4,0,Stormy
12-10-2025,New York,26.9,79,12.5,0,Stormy
12-10-2025,Tokyo,28.1,68,35.3,8.86,Windy
12-10-2025,Paris,14.8,87,6.9,0,Rainy
12-10-2025,Sydney,25.2,21,38,1.8,Partly Cloudy
12-10-2025,Toronto,29.4,23,28.3,0,Stormy
12-10-2025,Berlin,5.3,63,28.9,3.3,Stormy
12-10-2025,Mumbai,23.9,25,20.3,2.43,Foggy
12-10-2025,Singapore,12.8,85,38,6.95,Foggy
13-10-2025,Riyadh,37.8,54,30.9,1.51,Cloudy
13-10-2025,Jeddah,42,64,31.2,0,Cloudy
13-10-2025,Dammam,6.5,35,39.9,8.31,Foggy
13-10-2025,Dubai,6.5,35,11.3,9.62,Windy
13-10-2025,Doha,18.9,80,33.8,4.64,Partly Cloudy
13-10-2025,Cairo,7.9,83,33.7,0.92,Stormy
13-10-2025,London,41.3,38,32.6,4.73,Partly Cloudy
13-10-2025,New York,18,39,3.5,7.52,Cloudy
13-10-2025,Tokyo,25,49,2.3,0,Stormy
13-10-2025,Paris,29.3,39,17.9,0.43,Cloudy
13-10-2025,Sydney,15.7,40,36.6,0,Windy
13-10-2025,Toronto,10,77,36.4,0,Windy
13-10-2025,Berlin,27.2,21,36.3,4.41,Foggy
13-10-2025,Mumbai,11.7,90,12.4,2.57,Rainy
13-10-2025,Singapore,27.7,45,27.8,4.67,Cloudy
14-10-2025,Riyadh,39.4,46,39.6,2.41,Cloudy
14-10-2025,Jeddah,24.5,74,16.9,2.23,Foggy
14-10-2025,Dammam,11.2,38,38.4,2.5,Partly Cloudy
14-10-2025,Dubai,35.8,40,34,2.4,Foggy
14-10-2025,Doha,22.5,54,2.6,8.84,Rainy
14-10-2025,Cairo,26,24,2.3,7.9,Partly Cloudy
14-10-2025,London,38.3,26,37.8,4.55,Cloudy
14-10-2025,New York,28.7,77,1,6.43,Rainy
14-10-2025,Tokyo,41.8,81,1.9,0,Rainy
14-10-2025,Paris,27.7,53,10.8,0,Cloudy
14-10-2025,Sydney,41.5,44,14.4,1.58,Stormy
14-10-2025,Toronto,10.6,21,29.1,0,Cloudy
14-10-2025,Berlin,12.3,21,15.6,0,Cloudy
14-10-2025,Mumbai,22.9,28,26.6,0,Windy
14-10-2025,Singapore,12.9,44,36.1,5.36,Cloudy
15-10-2025,Riyadh,28.1,27,5,1.97,Sunny
15-10-2025,Jeddah,32.6,28,12.1,1.79,Partly Cloudy
15-10-2025,Dammam,14.4,50,20.8,1.35,Windy
15-10-2025,Dubai,33.6,68,5.8,7.89,Windy
15-10-2025,Doha,38.2,86,30.1,0.78,Foggy
15-10-2025,Cairo,15.8,95,7.7,2.59,Sunny
15-10-2025,London,12.1,37,16.9,2.77,Stormy
15-10-2025,New York,6.5,63,1,0,Cloudy
15-10-2025,Tokyo,22.8,31,32,5.62,Cloudy
15-10-2025,Paris,30.5,58,16,0,Foggy
15-10-2025,Sydney,11.9,94,24.8,0.56,Partly Cloudy
15-10-2025,Toronto,39.7,26,38.6,10.48,Foggy
15-10-2025,Berlin,31.1,39,9.2,1.26,Partly Cloudy
15-10-2025,Mumbai,36.1,29,9.8,0,Sunny
15-10-2025,Singapore,9.2,75,23.4,0,Windy
16-10-2025,Riyadh,11.1,54,12.7,0,Windy
16-10-2025,Jeddah,12.7,92,1.6,0.59,Stormy
16-10-2025,Dammam,42.3,73,10.4,10.05,Foggy
16-10-2025,Dubai,35.8,66,1.3,0,Partly Cloudy
16-10-2025,Doha,20.5,63,6.1,5.13,Foggy
16-10-2025,Cairo,25.5,79,23.7,4.11,Rainy
16-10-2025,London,9,79,25.1,0,Rainy
16-10-2025,New York,6.7,86,18,0,Windy
16-10-2025,Tokyo,28.1,36,39.6,0,Rainy
16-10-2025,Paris,15.5,43,14,0.29,Rainy
16-10-2025,Sydney,21.7,74,40,4.06,Stormy
16-10-2025,Toronto,31.2,71,33.6,0,Cloudy
16-10-2025,Berlin,8.6,40,20.4,0,Partly Cloudy
16-10-2025,Mumbai,23.1,48,20.6,2.91,Foggy
16-10-2025,Singapore,32.8,67,23.3,3.13,Foggy
17-10-2025,Riyadh,6.1,50,16.3,3.98,Windy
17-10-2025,Jeddah,28.8,61,21.4,3.69,Windy
17-10-2025,Dammam,34.1,90,31.3,5.75,Rainy
17-10-2025,Dubai,43.8,62,22.8,2.77,Stormy
17-10-2025,Doha,18.5,53,21.7,6.68,Stormy
17-10-2025,Cairo,7.6,54,5,0,Sunny
17-10-2025,London,36.6,85,9.3,0,Sunny
17-10-2025,New York,34.6,36,20.2,3.82,Stormy
17-10-2025,Tokyo,34.6,74,21.7,2.5,Partly Cloudy
17-10-2025,Paris,13.2,86,26.8,0,Foggy
17-10-2025,Sydney,12.3,88,30.3,0,Rainy
17-10-2025,Toronto,38.2,88,22.6,0,Cloudy
17-10-2025,Berlin,17.1,31,29.2,5.19,Stormy
17-10-2025,Mumbai,38.6,52,6.8,0,Foggy
17-10-2025,Singapore,26.1,93,1.5,0.89,Stormy
18-10-2025,Riyadh,7,67,18.2,0,Partly Cloudy
18-10-2025,Jeddah,31.9,41,0.5,0,Rainy
18-10-2025,Dammam,41,23,34.1,0,Foggy
18-10-2025,Dubai,34.9,75,35.1,5.01,Sunny
18-10-2025,Doha,28.2,47,13.5,0.52,Partly Cloudy
18-10-2025,Cairo,20.1,36,33.8,9.25,Stormy
18-10-2025,London,32.4,36,33.2,0,Windy
18-10-2025,New York,36.7,74,14.7,17.76,Foggy
18-10-2025,Tokyo,22.3,28,18.3,8.95,Sunny
18-10-2025,Paris,20.3,92,37.5,1.71,Sunny
18-10-2025,Sydney,19,87,2.5,3.04,Partly Cloudy
18-10-2025,Toronto,27,45,16,0,Sunny
18-10-2025,Berlin,14.3,21,30.6,2.69,Cloudy
18-10-2025,Mumbai,16,80,2.4,0.79,Foggy
18-10-2025,Singapore,43.4,52,38,0,Cloudy
19-10-2025,Riyadh,13.2,89,39.8,0,Sunny
19-10-2025,Jeddah,13,27,39,0,Sunny
19-10-2025,Dammam,23.3,72,10.3,4.64,Cloudy
19-10-2025,Dubai,22.2,70,36.3,0,Sunny
19-10-2025,Doha,26.7,72,17,0,Foggy
19-10-2025,Cairo,16.2,70,13.7,1.83,Sunny
19-10-2025,London,31.8,78,33.4,9,Stormy
19-10-2025,New York,35.7,92,22.7,3.69,Stormy
19-10-2025,Tokyo,41,42,37.9,0,Stormy
19-10-2025,Paris,13.4,51,32.2,5.66,Foggy
19-10-2025,Sydney,27.6,67,16.5,3.65,Stormy
19-10-2025,Toronto,39.8,70,25.1,1.98,Sunny
19-10-2025,Berlin,25,47,3.7,0,Windy
19-10-2025,Mumbai,17.9,33,29.3,6.76,Partly Cloudy
19-10-2025,Singapore,39.5,92,39.7,0,Rainy
20-10-2025,Riyadh,7.8,30,2.3,2.55,Foggy
20-10-2025,Jeddah,26.2,52,31,0,Foggy
20-10-2025,Dammam,33.8,33,29.1,12.19,Windy
20-10-2025,Dubai,21.3,64,38.3,0,Foggy
20-10-2025,Doha,24.8,24,24.6,3.02,Foggy
20-10-2025,Cairo,6.3,39,7.1,0,Sunny
20-10-2025,London,42,29,9.5,6.88,Partly Cloudy
20-10-2025,New York,32.5,40,5.1,1.96,Partly Cloudy
20-10-2025,Tokyo,19.8,87,10.9,3.57,Rainy
20-10-2025,Paris,33.3,68,5.2,9.28,Foggy
20-10-2025,Sydney,31.1,24,6.3,1.48,Partly Cloudy
20-10-2025,Toronto,35.9,46,38.7,0,Stormy
20-10-2025,Berlin,16.8,91,11.3,4.95,Windy
20-10-2025,Mumbai,29.7,40,36.9,2.05,Sunny
20-10-2025,Singapore,16.3,82,8.8,4.76,Stormy
21-10-2025,Riyadh,31.1,60,14.6,0,Stormy
21-10-2025,Jeddah,25,28,37.3,3.32,Partly Cloudy
21-10-2025,Dammam,13,22,33.2,1.7,Stormy
21-10-2025,Dubai,12.8,69,28.5,4.38,Cloudy
21-10-2025,Doha,37.4,64,30.6,6.76,Rainy
21-10-2025,Cairo,34.9,42,36.3,8.1,Stormy
21-10-2025,London,6.1,70,6.6,1.38,Rainy
21-10-2025,New York,25.6,30,7.7,10.67,Windy
21-10-2025,Tokyo,38.3,20,29.6,5.74,Sunny
21-10-2025,Paris,38.7,67,12.2,0,Windy
21-10-2025,Sydney,28.8,52,19.1,7.04,Stormy
21-10-2025,Toronto,39.3,93,25.3,0,Rainy
21-10-2025,Berlin,22.2,95,37.3,0,Sunny
21-10-2025,Mumbai,22.2,64,34.1,2.99,Cloudy
21-10-2025,Singapore,41.3,75,32.8,7.64,Windy
22-10-2025,Riyadh,6.9,67,20.5,6.3,Partly Cloudy
22-10-2025,Jeddah,37.5,74,39.9,2.33,Rainy
22-10-2025,Dammam,15.2,92,19.3,2.71,Windy
22-10-2025,Dubai,22.7,64,19,1.3,Sunny
22-10-2025,Doha,32.2,84,8.1,0,Foggy
22-10-2025,Cairo,15.4,87,9.6,0,Windy
22-10-2025,London,21.6,67,28.4,0,Stormy
22-10-2025,New York,25.1,45,8.2,0,Foggy
22-10-2025,Tokyo,16.3,71,37.8,3.71,Rainy
22-10-2025,Paris,16.6,92,12.7,4.32,Windy
22-10-2025,Sydney,12.3,92,1.1,0.63,Rainy
22-10-2025,Toronto,6.7,91,32.8,3.74,Rainy
22-10-2025,Berlin,14.1,92,33,1.77,Windy
22-10-2025,Mumbai,37.8,64,18.8,5.04,Rainy
22-10-2025,Singapore,41.8,24,38.5,0,Stormy
23-10-2025,Riyadh,32.5,52,5.3,0,Partly Cloudy
23-10-2025,Jeddah,20.2,84,7.3,6.74,Windy
23-10-2025,Dammam,35.3,49,4.1,1.73,Sunny
23-10-2025,Dubai,21.2,68,23.3,7.19,Windy
23-10-2025,Doha,7,37,34.9,5.15,Cloudy
23-10-2025,Cairo,35.2,55,36.1,0.62,Stormy
23-10-2025,London,28.9,21,6.4,7.84,Rainy
23-10-2025,New York,6.8,44,32.1,4.49,Windy
23-10-2025,Tokyo,24.6,30,36.2,0,Rainy
23-10-2025,Paris,25.6,22,14.7,3.9,Cloudy
23-10-2025,Sydney,29.4,22,18.1,0,Cloudy
23-10-2025,Toronto,10.4,89,9.8,3.58,Sunny
23-10-2025,Berlin,33,23,6.8,4.21,Rainy
23-10-2025,Mumbai,18.5,93,16,3.13,Partly Cloudy
23-10-2025,Singapore,35.9,90,8.3,10.32,Partly Cloudy
24-10-2025,Riyadh,8.9,31,2.2,3.99,Partly Cloudy
24-10-2025,Jeddah,41,91,16.1,0,Partly Cloudy
24-10-2025,Dammam,9,52,10.8,0,Cloudy
24-10-2025,Dubai,5.2,82,5.8,7.44,Sunny
24-10-2025,Doha,37.8,72,5.2,0,Sunny
24-10-2025,Cairo,32.3,63,35.7,1.63,Stormy
24-10-2025,London,16.1,41,12.7,0,Partly Cloudy
24-10-2025,New York,16.3,54,4.8,0.75,Sunny
24-10-2025,Tokyo,30.1,40,11.6,2.64,Windy
24-10-2025,Paris,20.4,78,18.4,0,Rainy
24-10-2025,Sydney,17.4,88,39.9,0,Sunny
24-10-2025,Toronto,25.7,48,3.6,0,Partly Cloudy
24-10-2025,Berlin,23.5,63,25.7,5.04,Stormy
24-10-2025,Mumbai,42.7,33,19.9,1.96,Windy
24-10-2025,Singapore,22.9,48,38,1.08,Partly Cloudy
25-10-2025,Riyadh,32.4,44,1.8,2.49,Foggy
25-10-2025,Jeddah,39.7,80,8.1,4.08,Rainy
25-10-2025,Dammam,40.2,28,36.3,1.81,Cloudy
25-10-2025,Dubai,42.2,76,3.4,4.26,Rainy
25-10-2025,Doha,41.6,43,12.6,0,Cloudy
25-10-2025,Cairo,24.8,84,37.9,7.36,Foggy
25-10-2025,London,31,60,18.1,0,Sunny
25-10-2025,New York,40.7,84,27.9,0,Rainy
25-10-2025,Tokyo,9.1,39,11.8,8.22,Cloudy
25-10-2025,Paris,37.8,56,30.8,1.32,Foggy
25-10-2025,Sydney,17.5,62,38.6,1.39,Foggy
25-10-2025,Toronto,42.6,88,25.6,0,Stormy
25-10-2025,Berlin,37,83,18.5,0.36,Sunny
25-10-2025,Mumbai,38.8,45,12,0,Sunny
25-10-2025,Singapore,18.6,34,34.4,7.14,Sunny
26-10-2025,Riyadh,34.6,63,14,8.2,Stormy
26-10-2025,Jeddah,20.7,76,18.9,0.36,Sunny
26-10-2025,Dammam,35.4,59,38.1,3.3,Sunny
26-10-2025,Dubai,43.6,58,19.3,0,Rainy
26-10-2025,Doha,15,79,36.2,2.04,Rainy
26-10-2025,Cairo,31.9,37,17.7,0,Cloudy
26-10-2025,London,43.3,72,20.7,0,Windy
26-10-2025,New York,41.1,79,7,0,Cloudy
26-10-2025,Tokyo,31.7,71,19.9,6.23,Windy
26-10-2025,Paris,40.4,85,24,1.13,Stormy
26-10-2025,Sydney,18.1,28,33.7,4.24,Sunny
26-10-2025,Toronto,27.3,68,36.6,8.76,Stormy
26-10-2025,Berlin,35.9,62,29.3,0.7,Cloudy
26-10-2025,Mumbai,20.4,41,18.1,3.11,Foggy
26-10-2025,Singapore,13.3,73,2.9,1.14,Cloudy
27-10-2025,Riyadh,36.7,37,5.2,7.51,Stormy
27-10-2025,Jeddah,17.4,30,19,4.4,Cloudy
27-10-2025,Dammam,41.8,43,22.4,8.55,Stormy
27-10-2025,Dubai,16.4,83,34.3,10.22,Rainy
27-10-2025,Doha,44,66,30.7,11.07,Foggy
27-10-2025,Cairo,37.6,64,3,3.59,Foggy
27-10-2025,London,15.1,38,13.7,3.05,Cloudy
27-10-2025,New York,12,52,9.7,7.74,Cloudy
27-10-2025,Tokyo,26.6,37,35.8,0.71,Rainy
27-10-2025,Paris,7.9,33,1.3,0,Sunny
27-10-2025,Sydney,6.6,47,25.3,0,Sunny
27-10-2025,Toronto,32.3,83,25.9,2.97,Windy
27-10-2025,Berlin,43.9,72,0.4,1.96,Stormy
27-10-2025,Mumbai,29.4,51,14.9,3.81,Rainy
27-10-2025,Singapore,24,34,9.9,0.4,Sunny
28-10-2025,Riyadh,6.8,91,24.9,8.94,Windy
28-10-2025,Jeddah,6,49,14.2,0,Sunny
28-10-2025,Dammam,7.9,72,4.5,0,Cloudy
28-10-2025,Dubai,32.2,61,19.8,5.44,Rainy
28-10-2025,Doha,41.4,78,36.7,0,Rainy
28-10-2025,Cairo,10.8,22,2.9,1.21,Stormy
28-10-2025,London,7.5,36,13.7,0,Rainy
28-10-2025,New York,21.4,57,35.1,0,Cloudy
28-10-2025,Tokyo,33.9,53,13.1,0,Sunny
28-10-2025,Paris,27,60,29.4,10.95,Partly Cloudy
28-10-2025,Sydney,27.4,56,22,7.38,Sunny
28-10-2025,Toronto,23.6,90,1.8,5.25,Sunny
28-10-2025,Berlin,10.4,87,30.5,0,Cloudy
28-10-2025,Mumbai,43,79,6.6,0,Partly Cloudy
28-10-2025,Singapore,18.8,71,18.3,0.05,Cloudy
29-10-2025,Riyadh,43,20,28.6,0,Sunny
29-10-2025,Jeddah,20.6,49,13.9,12.53,Sunny
29-10-2025,Dammam,35.1,58,31.7,2.12,Foggy
29-10-2025,Dubai,15.4,56,35.1,0,Rainy
29-10-2025,Doha,41.8,62,4.9,2.01,Rainy
29-10-2025,Cairo,20.4,93,9.2,3.16,Windy
29-10-2025,London,16.2,82,10.8,0,Rainy
29-10-2025,New York,41.8,90,21.1,1.34,Sunny
29-10-2025,Tokyo,26.7,91,19.4,3.58,Windy
29-10-2025,Paris,12.2,61,15.8,0,Sunny
29-10-2025,Sydney,30.7,42,30.4,0.15,Foggy
29-10-2025,Toronto,22.6,57,33.3,0.96,Cloudy
29-10-2025,Berlin,41,45,7.1,6.07,Foggy
29-10-2025,Mumbai,33.4,35,19.7,0.31,Cloudy
29-10-2025,Singapore,30.7,68,5.6,5.74,Stormy
30-10-2025,Riyadh,7.7,64,4.7,0,Foggy
30-10-2025,Jeddah,11.4,73,17.7,0,Windy
30-10-2025,Dammam,26.5,64,30.4,0,Windy
30-10-2025,Dubai,21.7,32,30.1,4.12,Stormy
30-10-2025,Doha,16.2,48,24.9,0,Foggy
30-10-2025,Cairo,23.1,90,28.5,11.82,Sunny
30-10-2025,London,7.2,78,2.5,2.05,Windy
30-10-2025,New York,33.1,55,38.7,0,Stormy
30-10-2025,Tokyo,29.1,59,27.6,0,Stormy
30-10-2025,Paris,35.6,69,13.4,0,Sunny
30-10-2025,Sydney,34.4,26,3.7,7.12,Windy
30-10-2025,Toronto,27.2,37,21,1.69,Windy
30-10-2025,Berlin,17.4,32,14,1.19,Windy
30-10-2025,Mumbai,12.1,22,22.5,7,Sunny
30-10-2025,Singapore,31.2,53,33.9,4.04,Cloudy
31-10-2025,Riyadh,28.7,46,1.5,0,Stormy
31-10-2025,Jeddah,35.8,21,39.1,0,Partly Cloudy
31-10-2025,Dammam,7.8,38,31.4,0,Cloudy
31-10-2025,Dubai,8.6,43,11.8,8.76,Windy
31-10-2025,Doha,37,75,26.5,7.43,Rainy
31-10-2025,Cairo,37.2,76,13.9,4.67,Foggy
31-10-2025,London,18.1,40,22.2,2.9,Partly Cloudy
31-10-2025,New York,15.7,68,9.7,10.73,Rainy
31-10-2025,Tokyo,6.9,88,38,2.24,Stormy
31-10-2025,Paris,38.8,52,8.2,7.45,Sunny
31-10-2025,Sydney,44.9,81,18.6,1.4,Foggy
31-10-2025,Toronto,8.2,69,0.9,3.04,Foggy
31-10-2025,Berlin,10.9,82,4.6,4.51,Rainy
31-10-2025,Mumbai,6,29,12.2,8.51,Windy
31-10-2025,Singapore,42,54,27.6,0,Foggy
01-11-2025,Riyadh,40,82,10.4,2.78,Cloudy
01-11-2025,Jeddah,25.8,42,39.5,9.51,Sunny
01-11-2025,Dammam,39.5,89,21.1,7.31,Windy
01-11-2025,Dubai,26.9,68,11.2,8.41,Stormy
01-11-2025,Doha,42.2,67,0.7,0,Foggy
01-11-2025,Cairo,36.4,52,10.3,0,Windy
01-11-2025,London,28.3,86,12.6,4.05,Foggy
01-11-2025,New York,18.5,60,12.7,2.51,Cloudy
01-11-2025,Tokyo,38.2,42,39,0,Windy
01-11-2025,Paris,6.6,34,27.7,7.24,Windy
01-11-2025,Sydney,36,88,26.1,4.87,Stormy
01-11-2025,Toronto,41.4,78,30.8,0.73,Sunny
01-11-2025,Berlin,42.9,35,20.3,4.51,Foggy
01-11-2025,Mumbai,25.9,84,12,1.38,Foggy
01-11-2025,Singapore,13.5,71,22.6,6.86,Stormy
02-11-2025,Riyadh,42.5,65,10.5,7.11,Cloudy
02-11-2025,Jeddah,22.1,52,34.2,0,Rainy
02-11-2025,Dammam,6.8,71,37.4,8.69,Windy
02-11-2025,Dubai,8.5,79,14.8,0,Stormy
02-11-2025,Doha,23.6,22,27.8,0,Windy
02-11-2025,Cairo,16.6,36,36.3,8.33,Sunny
02-11-2025,London,7.4,24,4.2,1.11,Stormy
02-11-2025,New York,11.8,45,5.1,2.96,Stormy
02-11-2025,Tokyo,32.3,58,1.6,12.04,Foggy
02-11-2025,Paris,11.5,80,27.9,0.91,Windy
02-11-2025,Sydney,15.9,33,16.9,4.5,Stormy
02-11-2025,Toronto,30.7,63,1.9,2.75,Rainy
02-11-2025,Berlin,33.7,87,15.7,0.16,Stormy
02-11-2025,Mumbai,42,31,2.6,10.69,Rainy
02-11-2025,Singapore,16.4,29,39.2,8.74,Partly Cloudy
03-11-2025,Riyadh,23.5,64,34.7,3.79,Windy
03-11-2025,Jeddah,33.5,29,9.7,0.27,Cloudy
03-11-2025,Dammam,39.1,74,25.3,0.04,Foggy
03-11-2025,Dubai,31.2,47,18.2,0.03,Sunny
03-11-2025,Doha,25.2,83,21.6,8.51,Rainy
03-11-2025,Cairo,11.5,69,11.8,0.03,Partly Cloudy
03-11-2025,London,7.2,71,28.5,0,Sunny
03-11-2025,New York,22,38,25.8,9.41,Partly Cloudy
03-11-2025,Tokyo,34.4,83,26.9,1.61,Rainy
03-11-2025,Paris,22.2,92,3.9,6.69,Cloudy
03-11-2025,Sydney,23.9,32,1.5,2.26,Cloudy
03-11-2025,Toronto,20.9,41,16.9,0,Windy
03-11-2025,Berlin,12.2,37,34.8,13.8,Rainy
03-11-2025,Mumbai,35.9,89,18,5.15,Windy
03-11-2025,Singapore,20.2,85,25.8,9.61,Sunny
04-11-2025,Riyadh,31.3,94,9.8,0,Partly Cloudy
04-11-2025,Jeddah,39.9,55,10.9,0,Foggy
04-11-2025,Dammam,38.2,93,38.1,8.89,Rainy
04-11-2025,Dubai,6.2,36,29,9.31,Sunny
04-11-2025,Doha,15.7,47,7.7,3.82,Windy
04-11-2025,Cairo,22.2,57,33.4,4.58,Foggy
04-11-2025,London,35.1,66,26.7,0.74,Sunny
04-11-2025,New York,44.2,67,1.7,0,Foggy
04-11-2025,Tokyo,12.1,36,8.9,7.27,Stormy
04-11-2025,Paris,33.6,73,9.3,5.48,Partly Cloudy
04-11-2025,Sydney,14.4,77,5.9,0,Cloudy
04-11-2025,Toronto,36.2,93,4.4,4.91,Rainy
04-11-2025,Berlin,41.3,21,26.4,5.36,Stormy
04-11-2025,Mumbai,19.9,83,19.6,0,Cloudy
04-11-2025,Singapore,6.9,87,26.4,0,Rainy
05-11-2025,Riyadh,34.4,57,11.6,0,Cloudy
05-11-2025,Jeddah,14.8,93,23,6.36,Stormy
05-11-2025,Dammam,19.6,33,25.1,0,Partly Cloudy
05-11-2025,Dubai,37.8,48,38.1,1.54,Windy
05-11-2025,Doha,19.7,58,4.5,0.82,Rainy
05-11-2025,Cairo,23.2,76,35.3,2.86,Foggy
05-11-2025,London,13.9,22,33.4,3.46,Windy
05-11-2025,New York,8.8,93,17.7,1.8,Partly Cloudy
05-11-2025,Tokyo,12.2,53,22.4,1.25,Windy
05-11-2025,Paris,22.2,54,20.6,10.01,Windy
05-11-2025,Sydney,17,62,29.2,0,Cloudy
05-11-2025,Toronto,21.5,65,26.6,3.21,Rainy
05-11-2025,Berlin,43.2,21,15.3,0,Rainy
05-11-2025,Mumbai,12.4,49,27.5,0,Windy
05-11-2025,Singapore,24.4,48,15.2,0.66,Sunny
06-11-2025,Riyadh,15.1,82,0.2,0,Windy
06-11-2025,Jeddah,13.5,64,26.7,5.03,Windy
06-11-2025,Dammam,18.2,28,35.8,2.17,Foggy
06-11-2025,Dubai,24.3,21,37.8,2.58,Windy
06-11-2025,Doha,14.1,43,35,6.58,Partly Cloudy
06-11-2025,Cairo,32.2,37,6.5,0,Partly Cloudy
06-11-2025,London,37.8,84,22.9,3.92,Stormy
06-11-2025,New York,36.7,26,4.5,0,Foggy
06-11-2025,Tokyo,37.1,40,2.4,1.93,Windy
06-11-2025,Paris,20.8,82,26,2.61,Sunny
06-11-2025,Sydney,39.2,44,7.1,0,Sunny
06-11-2025,Toronto,30.2,41,34.3,8.99,Foggy
06-11-2025,Berlin,43.6,22,12.8,5.22,Sunny
06-11-2025,Mumbai,35.2,26,3.3,0.68,Cloudy
06-11-2025,Singapore,10.8,21,36.8,0.28,Sunny
07-11-2025,Riyadh,23.1,44,35,0,Partly Cloudy
07-11-2025,Jeddah,35.8,49,14.8,0,Windy
07-11-2025,Dammam,20.4,36,10,0,Cloudy
07-11-2025,Dubai,30.5,58,13.7,3.54,Cloudy
07-11-2025,Doha,44.9,71,9.7,8.27,Stormy
07-11-2025,Cairo,32.7,43,16.1,0,Stormy
07-11-2025,London,5,48,33.2,0,Stormy
07-11-2025,New York,22.8,47,14.7,0,Rainy
07-11-2025,Tokyo,32.6,78,12,0,Cloudy
07-11-2025,Paris,13.4,94,15.3,5.21,Partly Cloudy
07-11-2025,Sydney,15.5,24,27.1,7.25,Sunny
07-11-2025,Toronto,22.6,81,35.7,5.49,Foggy
07-11-2025,Berlin,5.6,37,23.2,2.74,Sunny
07-11-2025,Mumbai,21.6,85,36.8,7.68,Partly Cloudy
07-11-2025,Singapore,18,32,18.4,0,Rainy
08-11-2025,Riyadh,31.3,30,30.5,3,Foggy
08-11-2025,Jeddah,44,51,37,13.28,Rainy
08-11-2025,Dammam,42.4,93,7.2,2.75,Rainy
08-11-2025,Dubai,31.9,86,31.3,9.17,Partly Cloudy
08-11-2025,Doha,42,57,20.1,5.45,Cloudy
08-11-2025,Cairo,22,91,18.8,3.04,Rainy
08-11-2025,London,26.3,73,4.9,2.67,Foggy
08-11-2025,New York,6.5,77,8.6,1.02,Rainy
08-11-2025,Tokyo,6.1,56,25.5,0,Rainy
08-11-2025,Paris,17.9,87,11.5,6.61,Stormy
08-11-2025,Sydney,8.8,28,3.2,5.14,Partly Cloudy
08-11-2025,Toronto,32.9,53,24.5,12.26,Rainy
08-11-2025,Berlin,36.7,55,32.3,11.55,Rainy
08-11-2025,Mumbai,21.9,83,3.7,6.55,Sunny
08-11-2025,Singapore,33.4,68,11,5.43,Rainy
09-11-2025,Riyadh,34.1,71,22.1,5.51,Sunny
09-11-2025,Jeddah,36.4,90,26.8,1.83,Sunny
09-11-2025,Dammam,37.2,89,6.8,0,Rainy
09-11-2025,Dubai,25,55,8.4,0,Partly Cloudy
09-11-2025,Doha,44.8,63,13.9,7.36,Windy
09-11-2025,Cairo,42.7,85,17.5,0,Cloudy
09-11-2025,London,35.3,88,6.2,5.12,Windy
09-11-2025,New York,26.4,48,9.2,0,Foggy
09-11-2025,Tokyo,32.7,50,33.6,1.08,Rainy
09-11-2025,Paris,26.6,46,31.2,0,Foggy
09-11-2025,Sydney,22.3,67,14.3,0.99,Stormy
09-11-2025,Toronto,30.1,55,15.4,0,Stormy
09-11-2025,Berlin,41.9,50,38.2,11.45,Partly Cloudy
09-11-2025,Mumbai,44.1,69,17.5,13.05,Stormy
09-11-2025,Singapore,24.9,78,7.1,9.96,Cloudy
10-11-2025,Riyadh,13,30,25.4,5.17,Foggy
10-11-2025,Jeddah,39.4,30,10,0,Stormy
10-11-2025,Dammam,38,77,14.5,1.93,Foggy
10-11-2025,Dubai,36.4,88,6.4,0,Stormy
10-11-2025,Doha,43.5,62,1.4,0,Foggy
10-11-2025,Cairo,25.8,22,6.5,0,Foggy
10-11-2025,London,12.5,44,29,0,Windy
10-11-2025,New York,26.1,37,21.7,0,Stormy
10-11-2025,Tokyo,8.2,62,19.7,4.63,Stormy
10-11-2025,Paris,31.3,58,26.7,6.63,Rainy
10-11-2025,Sydney,36.8,78,30.6,0,Stormy
10-11-2025,Toronto,10.7,81,18.5,3.01,Windy
10-11-2025,Berlin,31,65,14,6.53,Sunny
10-11-2025,Mumbai,33.1,67,31.2,0,Sunny
10-11-2025,Singapore,41.3,58,18.4,0.18,Windy
11-11-2025,Riyadh,7.7,94,21.1,0,Sunny
11-11-2025,Jeddah,41.6,67,24.9,0,Windy
11-11-2025,Dammam,37,53,30,6.99,Foggy
11-11-2025,Dubai,39.8,57,33.8,3.75,Cloudy
11-11-2025,Doha,21,28,3.7,2.43,Sunny
11-11-2025,Cairo,42.8,30,38.7,5.7,Rainy
11-11-2025,London,41.2,67,6.9,3.88,Cloudy
11-11-2025,New York,26.3,34,7.9,0,Sunny
11-11-2025,Tokyo,25.5,73,22,0,Rainy
